"Naam";"ISIN";"Symbol";"Market";"Trading Currency";"Open";"Hoog";"Laag";"Last";"Last Date/Time";"Time Zone";"Volume";"Turnover"
"European Equities";"";;;;;;;;;;;
"11 Mar 2017";;;;;;;;;;;;
"All datapoints provided as of end of last active trading day.";;;;;;;;;;;;
"INAPA-PREF S/ VOTO";"PTINA2VP0019";"INAP";"Euronext Lisbon";"EUR";"0,07";"0,07";"0,07";"0,07";"24/02/2017 10:30";"GMT";"1000";"70,00"
"INDLE FIN.ENTREPR.";"FR0000066219";"INFE";"Euronext Paris";"EUR";"76,10";"76,10";"76,10";"76,10";"10/03/2017 16:30";"CET";"100";"7610,00"
"INDUSTRIAL HOLDING";"IT0004982069";"MLFIH";"Marché Libre Paris";"EUR";"0,02";"0,02";"0,02";"0,02";"08/03/2017 15:00";"CET";"2000";"40,00"
"INFOCLIP";"FR0011158823";"MLIFC";"Marché Libre Paris";"EUR";"0,55";"0,55";"0,55";"0,55";"23/02/2017 15:00";"CET";"20";"11,00"
"INFOSAT TELECOM SA";"FR0010688465";"MLSAT";"Marché Libre Paris";"EUR";"1,35";"1,35";"1,35";"1,35";"08/03/2017 15:00";"CET";"99";"133,65"
"INFOSYS LTD ADS";"US4567881085";"INFY";"Euronext Paris, London";"EUR";"14,17";"14,17";"14,17";"14,17";"06/03/2017 14:15";"CET";"38";"538,46"
"INFOTEL";"FR0000071797";"INF";"Euronext Paris";"EUR";"46,30";"46,30";"45,95";"46,24";"10/03/2017 17:35";"CET";"908";"41974,80"
"ING GROEP N.V.";"NL0011821202";"INGA";"Euronext Amsterdam, Brussels";"EUR";"14,43";"14,745";"14,38";"14,62";"10/03/2017 17:36";"CET";"27047111";"395312333,69"
"INGENICO GROUP";"FR0000125346";"ING";"Euronext Paris";"EUR";"87,90";"88,25";"87,31";"88,21";"10/03/2017 17:35";"CET";"235539";"21756128,14"
"INNATE PHARMA";"FR0010331421";"IPH";"Euronext Paris";"EUR";"10,79";"11,03";"10,78";"10,98";"10/03/2017 17:35";"CET";"344600";"3767968,81"
"INNELEC MULTIMEDIA";"FR0000064297";"INN";"Euronext Paris";"EUR";"4,20";"4,21";"4,20";"4,21";"10/03/2017 16:21";"CET";"241";"1014,10"
"INNOVADERMA PLC";"GB00BT9PTW34";"MLIDP";"Marché Libre Paris";"EUR";"0,70";"0,70";"0,70";"0,70";"05/09/2016 15:00";"CET";"75";"52,50"
"INNOVEOX";"FR0011066885";"ALIOX";"Alternext Paris";"EUR";"2,08";"2,11";"2,05";"2,08";"10/03/2017 17:29";"CET";"6175";"12896,59"
"INSIDE SECURE";"FR0010291245";"INSD";"Euronext Paris";"EUR";"3,24";"3,40";"3,22";"3,36";"10/03/2017 17:35";"CET";"352083";"1167847,22"
"INSTALLUX";"FR0000060451";"STAL";"Euronext Paris";"EUR";"414,98";"414,98";"414,98";"414,98";"10/03/2017 11:30";"CET";"5";"2074,90"
"INTEGRAGEN";"FR0010908723";"ALINT";"Alternext Paris";"EUR";"2,93";"3,05";"2,90";"3,02";"10/03/2017 17:35";"CET";"33073";"98628,21"
"INTEGRAL";"FR0012880482";"MLITG";"Marché Libre Paris";"EUR";"7,80";"7,80";"7,80";"7,80";"17/11/2016 15:00";"CET";"1";"7,80"
"INTEL CORP";"US4581401001";"INCO";"Traded not listed Amsterdam";"USD";"35,17";"35,39";"35,17";"35,39";"09/03/2017 17:09";"CET";"1000";"33416,72"
"INTERPARFUMS";"FR0004024222";"ITP";"Euronext Paris";"EUR";"28,10";"28,30";"27,90";"28,30";"10/03/2017 17:38";"CET";"13402";"377377,59"
"INTERTRUST";"NL0010937058";"INTER";"Euronext Amsterdam";"EUR";"16,95";"17,06";"16,82";"17,02";"10/03/2017 17:35";"CET";"63113";"1071961,525"
"INTERVEST OFF-WARE";"BE0003746600";"INTO";"Euronext Brussels";"EUR";"23,68";"23,80";"23,65";"23,65";"10/03/2017 17:35";"CET";"7911";"187477,93"
"INTEXA";"FR0000064958";"ITXT";"Euronext Paris";"EUR";"3,04";"3,04";"3,04";"3,04";"10/03/2017 16:30";"CET";"80";"243,20"
"INTLE PLANT.HEVEAS";"FR0000036857";"SIPH";"Euronext Paris";"EUR";"61,20";"62,96";"61,15";"61,60";"10/03/2017 17:29";"CET";"2582";"159390,19"
"INTRASENSE";"FR0011179886";"ALINS";"Alternext Paris";"EUR";"0,73";"0,74";"0,71";"0,73";"10/03/2017 17:35";"CET";"23570";"16975,89"
"INVENTIVA";"FR0013233012";"IVA";"Euronext Paris";"EUR";"8,50";"8,50";"8,37";"8,39";"10/03/2017 17:35";"CET";"9054";"76052,39"
"INVERKO";"NL0011495189";"INVER";"Euronext Amsterdam";"EUR";"0,71";"0,77";"0,71";"0,75";"10/03/2017 17:28";"CET";"1741";"1307,57"
"INVIBES ADVERTSING";"BE0974299316";"MLINV";"Marché Libre Paris";"EUR";"4,39";"4,39";"4,39";"4,39";"07/03/2017 15:00";"CET";"111";"487,29"
"IOC HOLDING";"BE6200101556";"MLIOC";"Marché Libre Paris";"EUR";"0,34";"0,34";"0,34";"0,34";"24/02/2017 15:00";"CET";"650";"221,00"
"IPERNITY.ORG";"FR0010777680";"MLIPY";"Marché Libre Paris";"EUR";"0,26";"0,26";"0,26";"0,26";"28/02/2017 15:00";"CET";"275";"71,50"
"IPSEN";"FR0010259150";"IPN";"Euronext Paris";"EUR";"90,27";"90,50";"89,21";"89,97";"10/03/2017 17:35";"CET";"71019";"6380396,88"
"IPSEN NV";"FR0013227626";"IPNNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"IPSOS";"FR0000073298";"IPS";"Euronext Paris";"EUR";"29,00";"29,11";"28,725";"28,90";"10/03/2017 17:35";"CET";"40929";"1185191,77"
"IPSOS NV";"FR0013227683";"IPSNV";"Euronext Paris";"EUR";"29,40";"29,40";"29,40";"29,40";"03/03/2017 17:00";"CET";"502";"14758,80"
"ISA";"PTIAN0AM0001";"ALISA";"Alternext Lisbon";"EUR";"5,15";"5,15";"5,15";"5,15";"03/12/2013 14:30";"GMT";"500";"2575,00"
"ISCOOL ENTERTAIN.";"FR0004060671";"ALISC";"Alternext Paris";"EUR";"0,37";"0,37";"0,37";"0,37";"06/03/2017 15:30";"CET";"858";"317,46"
"IT LINK";"FR0000072597";"ITL";"Euronext Paris";"EUR";"16,97";"16,97";"16,65";"16,92";"10/03/2017 17:35";"CET";"6184";"104106,28"
"ITESOFT";"FR0004026151";"ITE";"Euronext Paris";"EUR";"4,10";"4,11";"4,10";"4,11";"10/03/2017 12:58";"CET";"1800";"7381,00"
"ITS GROUP";"FR0000073843";"ITS";"Euronext Paris";"EUR";"6,81";"6,89";"6,68";"6,89";"10/03/2017 17:35";"CET";"1662";"11123,38"
"IVALIS";"FR0010082305";"ALIVA";"Alternext Paris";"EUR";"17,51";"17,51";"17,51";"17,51";"03/01/2017 09:00";"CET";"30";"525,30"
"J.MARTINS,SGPS";"PTJMT0AE0001";"JMT";"Euronext Lisbon";"EUR";"15,83";"15,845";"15,63";"15,72";"10/03/2017 16:35";"GMT";"665537";"10470928,575"
"JACQUES BOGART";"FR0012872141";"JBOG";"Euronext Paris";"EUR";"12,91";"13,10";"12,90";"13,10";"10/03/2017 14:11";"CET";"351";"4537,91"
"JACQUET METAL SCE";"FR0000033904";"JCQ";"Euronext Paris";"EUR";"22,20";"22,90";"22,195";"22,79";"10/03/2017 17:35";"CET";"21322";"479437,28"
"JANE FRANCE";"FR0011442235";"MLJAN";"Marché Libre Paris";"EUR";"0,53";"0,53";"0,53";"0,53";"13/01/2017 15:00";"CET";"147";"77,91"
"JC DECAUX SA.";"FR0000077919";"DEC";"Euronext Paris";"EUR";"31,35";"31,63";"31,30";"31,60";"10/03/2017 17:37";"CET";"187710";"5923974,135"
"JENSEN-GROUP";"BE0003858751";"JEN";"Euronext Brussels";"EUR";"39,05";"39,90";"38,54";"39,90";"10/03/2017 17:35";"CET";"3443";"135640,195"
"JSA TECHNOLOGY";"FR0010680033";"MLJSA";"Marché Libre Paris";"EUR";"0,07";"0,07";"0,07";"0,07";"26/02/2014 15:00";"CET";"2500";"175,00"
"KARDAN";"NL0000113652";"KARD";"Euronext Amsterdam";"EUR";"0,16";"0,163";"0,159";"0,16";"10/03/2017 17:25";"CET";"297777";"47965,048"
"KAS BANK";"NL0000362648";"KA";"Euronext Amsterdam";"EUR";"9,50";"9,52";"9,362";"9,45";"10/03/2017 17:35";"CET";"21086";"199427,634"
"KAUFMAN ET BROAD";"FR0004007813";"KOF";"Euronext Paris";"EUR";"35,19";"36,00";"35,00";"35,71";"10/03/2017 17:35";"CET";"53300";"1895486,17"
"KBC";"BE0003565737";"KBC";"Euronext Brussels";"EUR";"62,77";"63,99";"62,65";"63,50";"10/03/2017 17:35";"CET";"1258575";"79910062,69"
"KBC ANCORA";"BE0003867844";"KBCA";"Euronext Brussels";"EUR";"41,955";"42,36";"41,85";"42,035";"10/03/2017 17:35";"CET";"48774";"2057922,63"
"KENDRION";"NL0000852531";"KENDR";"Euronext Amsterdam";"EUR";"29,515";"29,66";"29,01";"29,40";"10/03/2017 17:35";"CET";"18919";"556297,075"
"KERING";"FR0000121485";"KER";"Euronext Paris";"EUR";"237,40";"237,90";"234,70";"235,40";"10/03/2017 17:35";"CET";"132466";"31251766,90"
"KERLINK";"FR0013156007";"ALKLK";"Alternext Paris";"EUR";"16,80";"16,90";"16,60";"16,60";"10/03/2017 17:35";"CET";"3642";"61249,62"
"KEYRUS";"FR0004029411";"KEY";"Euronext Paris";"EUR";"3,23";"3,45";"3,23";"3,44";"10/03/2017 17:35";"CET";"32868";"109835,07"
"KEYWARE TECH.";"BE0003880979";"KEYW";"Euronext Brussels";"EUR";"1,38";"1,40";"1,25";"1,34";"10/03/2017 17:35";"CET";"148829";"195505,981"
"KEYYO";"FR0000185621";"ALKEY";"Alternext Paris";"EUR";"14,03";"14,03";"14,01";"14,01";"10/03/2017 17:35";"CET";"592";"8297,18"
"KIADIS";"NL0011323407";"KDS";"Euronext Amsterdam, Brussels";"EUR";"7,70";"7,75";"7,55";"7,75";"10/03/2017 17:35";"CET";"43599";"334230,74"
"KINDY";"FR0000052904";"ALKDY";"Alternext Paris";"EUR";"0,54";"0,55";"0,54";"0,55";"10/03/2017 17:35";"CET";"7476";"4079,79"
"KINEPOLIS GROUP";"BE0974274061";"KIN";"Euronext Brussels";"EUR";"47,78";"48,695";"47,775";"48,57";"10/03/2017 17:35";"CET";"9953";"480231,125"
"KKO INT WARRANT A";"BE0974285174";"KKOWA";"Alternext Brussels, Paris";"EUR";"0,01";"0,01";"0,01";"0,01";"09/03/2017 14:29";"CET";"400";"4,00"
"KKO INTERNATIONAL";"BE0974284169";"ALKKO";"Alternext Brussels, Paris";"EUR";"2,06";"2,07";"2,03";"2,04";"10/03/2017 17:35";"CET";"2888";"5948,04"
"KLEPIERRE";"FR0000121964";"LI";"Euronext Paris";"EUR";"34,83";"34,845";"34,15";"34,54";"10/03/2017 17:39";"CET";"1444638";"49854584,425"
"KORIAN";"FR0010386334";"KORI";"Euronext Paris";"EUR";"26,515";"26,98";"26,41";"26,87";"10/03/2017 17:35";"CET";"113046";"3020868,485"
"KORTRIJK SHOP.CERT";"BE0003608198";"KOR";"Euronext Brussels";"EUR";"25,25";"25,25";"25,25";"25,25";"10/03/2017 15:00";"CET";"40";"1010,00"
"KPN KON";"NL0000009082";"KPN";"Euronext Amsterdam";"EUR";"2,795";"2,798";"2,748";"2,791";"10/03/2017 17:35";"CET";"14096486";"39245376,253"
"KRIEF GROUP";"FR0004152700";"MLKRI";"Marché Libre Paris";"EUR";"4,65";"4,65";"4,65";"4,65";"08/03/2017 15:00";"CET";"81";"376,65"
"L''OREAL";"FR0000120321";"OR";"Euronext Paris";"EUR";"177,00";"177,95";"176,20";"177,35";"10/03/2017 17:35";"CET";"643934";"114077060,35"
"LA FONCIERE VERTE";"FR0000039638";"LFVE";"Euronext Paris";"EUR";"53,60";"58,96";"53,60";"58,96";"13/02/2017 16:35";"CET";"20";"1130,96"
"LACROIX SA";"FR0000066607";"LACR";"Euronext Paris";"EUR";"19,29";"19,29";"18,86";"19,25";"10/03/2017 16:28";"CET";"232";"4442,90"
"LAFARGEHOLCIM LTD";"CH0012214059";"LHN";"Euronext Paris";"EUR";"53,93";"54,21";"53,13";"53,40";"10/03/2017 17:35";"CET";"365231";"19621319,04"
"LAFUMA";"FR0000035263";"LAF";"Euronext Paris";"EUR";"21,44";"21,88";"21,44";"21,88";"08/03/2017 16:30";"CET";"398";"8665,12"
"LAGARDERE S.C.A.";"FR0000130213";"MMB";"Euronext Paris";"EUR";"26,85";"26,86";"26,11";"26,115";"10/03/2017 17:35";"CET";"725801";"19062118,515"
"LANSON-BCC";"FR0004027068";"LAN";"Euronext Paris";"EUR";"30,51";"30,80";"30,37";"30,79";"10/03/2017 15:24";"CET";"1526";"46618,77"
"LAURENT-PERRIER";"FR0006864484";"LPE";"Euronext Paris";"EUR";"71,24";"71,25";"70,90";"71,10";"10/03/2017 17:35";"CET";"190";"13505,54"
"LAVIDE HOLDING";"NL0010545679";"LVIDE";"Euronext Amsterdam";"EUR";"0,95";"1,04";"0,95";"1,04";"10/03/2017 16:30";"CET";"2024";"2102,80"
"LDC";"FR0013204336";"LOUP";"Euronext Paris";"EUR";"93,65";"93,66";"93,64";"93,66";"10/03/2017 17:28";"CET";"450";"42143,04"
"LE NOBLE AGE";"FR0004170017";"LNA";"Euronext Paris";"EUR";"39,10";"39,48";"38,85";"39,33";"10/03/2017 17:35";"CET";"3404";"133662,27"
"LE TANNEUR";"FR0000075673";"LTAN";"Euronext Paris";"EUR";"2,09";"2,09";"2,09";"2,09";"01/03/2017 16:30";"CET";"280";"585,20"
"LEADERLEASE";"FR0010921163";"MLLEA";"Marché Libre Paris";"EUR";"1,35";"1,35";"1,35";"1,35";"10/03/2017 15:00";"CET";"312";"421,20"
"LEADMEDIA GROUP";"FR0011053636";"ALLMG";"Alternext Paris";"EUR";"0,77";"0,78";"0,77";"0,77";"10/03/2017 15:50";"CET";"21921";"16887,17"
"LEASINVEST";"BE0003770840";"LEAS";"Euronext Brussels";"EUR";"105,95";"105,95";"103,15";"104,35";"10/03/2017 17:35";"CET";"445";"46447,25"
"LEBON";"FR0000121295";"LBON";"Euronext Paris";"EUR";"159,93";"160,00";"159,93";"160,00";"10/03/2017 15:43";"CET";"9";"1439,93"
"LECTEURS MONDE";"FR0000034779";"MLLEM";"Marché Libre Paris";"EUR";"0,39";"0,39";"0,39";"0,39";"10/03/2017 15:00";"CET";"20";"7,80"
"LECTRA";"FR0000065484";"LSS";"Euronext Paris";"EUR";"22,19";"22,49";"21,93";"22,25";"10/03/2017 17:35";"CET";"30362";"673604,59"
"LECTRA NV";"FR0013227691";"LSSNV";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"LEGRAND";"FR0010307819";"LR";"Euronext Paris";"EUR";"53,06";"53,44";"52,92";"52,92";"10/03/2017 17:35";"CET";"379391";"20156421,88"
"LEON GROSSE";"FR0005717626";"MLLEO";"Marché Libre Paris";"EUR";"1100,00";"1100,00";"1100,00";"1100,00";"09/03/2017 15:00";"CET";"15";"16500,00"
"LES HOTELS BAVEREZ";"FR0007080254";"ALLHB";"Alternext Paris";"EUR";"45,50";"45,50";"45,50";"45,50";"08/03/2017 15:36";"CET";"950";"43225,00"
"LESNXCONSTRUCTEURS";"FR0004023208";"LNC";"Euronext Paris";"EUR";"40,35";"41,20";"40,35";"41,20";"10/03/2017 10:29";"CET";"900";"36803,90"
"LETS GOWEX";"ES0158252033";"ALGOW";"Alternext Paris";"EUR";"10,50";"11,18";"6,21";"8,04";"02/07/2014 17:35";"CET";"2877907";"22970506,39"
"LEXIBOOK LINGUIST.";"FR0000033599";"ALLEX";"Alternext Paris";"EUR";"1,33";"1,33";"1,28";"1,29";"09/03/2017 17:17";"CET";"14077";"18413,80"
"LILLY AND CO";"US5324571083";"LLY";"Euronext Paris";"EUR";"79,62";"79,62";"79,62";"79,62";"09/03/2017 16:31";"CET";"34";"2707,08"
"LINEDATA SERVICES";"FR0004156297";"LIN";"Euronext Paris";"EUR";"46,74";"48,00";"46,69";"46,85";"10/03/2017 17:35";"CET";"2382";"111852,40"
"LIONAX";"HK0000038429";"MLION";"Marché Libre Paris";"EUR";"0,04";"0,04";"0,04";"0,04";"07/03/2017 15:00";"CET";"400";"16,00"
"LISGRAFICA";"PTLIG0AE0002";"LIG";"Euronext Lisbon";"EUR";"0,01";"0,02";"0,01";"0,02";"10/03/2017 15:30";"GMT";"8021";"155,26"
"LISI";"FR0000050353";"FII";"Euronext Paris";"EUR";"33,20";"33,55";"33,20";"33,465";"10/03/2017 17:35";"CET";"14168";"473285,06"
"LITHO FORMAS";"PTLIT0AE0005";"LIT";"Easynext Lisbon";"EUR";"0,85";"0,85";"0,85";"0,85";"20/02/2017 15:30";"GMT";"40";"34,00"
"LOCASOLOG";"FR0004109668";"MLLCS";"Marché Libre Paris";"EUR";"7,00";"7,00";"7,00";"7,00";"07/12/2016 15:00";"CET";"1";"7,00"
"LOCASYSTEM INTL";"FR0004155208";"MLLOI";"Marché Libre Paris";"EUR";"3,80";"3,80";"3,80";"3,80";"30/08/2016 15:00";"CET";"111";"421,80"
"LOCINDUS";"FR0000121352";"LD";"Euronext Paris";"EUR";"18,79";"18,79";"18,30";"18,50";"10/03/2017 17:22";"CET";"5492";"101537,24"
"LOGIC INSTRUMENT";"FR0000044943";"ALLOG";"Alternext Paris";"EUR";"0,96";"0,99";"0,95";"0,97";"10/03/2017 17:35";"CET";"56958";"54870,56"
"LOMBARD ET MEDOT";"FR0006205019";"MLCAC";"Marché Libre Paris";"EUR";"9,85";"9,85";"9,85";"9,85";"07/03/2017 15:00";"CET";"27";"265,95"
"LOTUS BAKERIES";"BE0003604155";"LOTB";"Euronext Brussels";"EUR";"2417,00";"2418,00";"2383,00";"2392,75";"10/03/2017 17:35";"CET";"115";"275979,70"
"LSK";"LU0834474271";"MLLSK";"Marché Libre Paris";"EUR";"5,70";"5,70";"5,70";"5,70";"14/10/2014 15:00";"CET";"450";"2565,00"
"LUCASBOLS";"NL0010998878";"BOLS";"Euronext Amsterdam";"EUR";"17,345";"17,39";"17,26";"17,28";"10/03/2017 17:20";"CET";"3127";"54116,755"
"LUCIBEL";"FR0011884378";"ALUCI";"Alternext Paris";"EUR";"5,37";"5,41";"5,04";"5,21";"10/03/2017 17:35";"CET";"65127";"339774,45"
"LUIGI BOTTO";"IT0005072035";"MLLB";"Marché Libre Paris";"EUR";"0,50";"0,50";"0,50";"0,50";"12/08/2016 15:00";"CET";"30";"15,00"
"LUIGI BOTTO BS";"IT0005072043";"MLLBS";"Marché Libre Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"LUX-AIRPORT CERT";"LU0092846210";"LUXA";"Euronext Brussels";"EUR";"173,50";"173,50";"173,50";"173,50";"10/03/2017 15:02";"CET";"47";"8154,50"
"LUZ SAUDE";"PTEPT0AM0005";"LUZ";"Euronext Lisbon";"EUR";"2,12";"2,12";"2,12";"2,12";"08/03/2017 10:30";"GMT";"20";"42,40"
"LV4S";"BE6201089735";"MLV4S";"Marché Libre Paris";"EUR";"1,01";"1,01";"1,01";"1,01";"09/03/2017 15:00";"CET";"330";"333,30"
"LVMH";"FR0000121014";"MC";"Euronext Paris";"EUR";"196,30";"197,25";"195,70";"196,40";"10/03/2017 17:35";"CET";"469193";"92187024,95"
"LVMH NV";"FR0013227725";"MCNV";"Euronext Paris";"EUR";"194,12";"194,12";"194,12";"194,12";"10/03/2017 17:00";"CET";"5";"970,60"
"LYSOGENE";"FR0013233475";"LYS";"Euronext Paris";"EUR";"5,63";"5,73";"5,60";"5,73";"10/03/2017 17:28";"CET";"5180";"29199,37"
"M.R.M";"FR0000060196";"MRM";"Euronext Paris";"EUR";"1,82";"1,82";"1,82";"1,82";"10/03/2017 11:30";"CET";"200";"364,00"
"M2I";"FR0010778050";"MLMII";"Marché Libre Paris";"EUR";"27,00";"27,00";"27,00";"27,00";"07/03/2017 15:00";"CET";"40";"1080,00"
"MADE";"FR0010328302";"MLMAD";"Marché Libre Paris";"EUR";"1,50";"1,50";"1,50";"1,50";"10/03/2017 15:00";"CET";"19";"28,50"
"MADVERTISE";"FR0010812230";"ALMNG";"Alternext Paris";"EUR";"1,64";"1,64";"1,56";"1,56";"10/03/2017 17:13";"CET";"9451";"14940,91"
"MAGILLEM";"FR0010827741";"MLMGL";"Marché Libre Paris";"EUR";"8,00";"8,00";"8,00";"8,00";"03/03/2017 15:00";"CET";"54";"432,00"
"MAINSTAY MEDICAL";"IE00BJYS1G50";"MSTY";"Euronext Paris";"EUR";"14,99";"15,00";"14,99";"15,00";"09/03/2017 09:16";"CET";"210";"3149,90"
"MAIS.ANTOINE BAUD";"FR0000061657";"MLMAB";"Marché Libre Paris";"EUR";"106,00";"106,00";"106,00";"106,00";"03/02/2017 15:00";"CET";"6";"636,00"
"MAISON CLIO BLUE";"FR0011092089";"MLCLI";"Marché Libre Paris";"EUR";"2,09";"2,09";"2,09";"2,09";"06/03/2017 15:00";"CET";"650";"1358,50"
"MAISONS D'AUJOURD'";"FR0010515742";"MLMAI";"Marché Libre Paris";"EUR";"2,45";"2,45";"2,45";"2,45";"16/08/2016 15:00";"CET";"1";"2,45"
"MAISONS DU MONDE";"FR0013153541";"MDM";"Euronext Paris";"EUR";"26,54";"28,99";"26,51";"28,80";"10/03/2017 17:35";"CET";"189135";"5351555,875"
"MAISONS FRANCE";"FR0004159473";"MFC";"Euronext Paris";"EUR";"51,26";"51,38";"51,16";"51,38";"10/03/2017 17:35";"CET";"1048";"53739,94"
"MAKHEIA GROUP";"FR0000072993";"ALMAK";"Alternext Paris";"EUR";"1,85";"1,85";"1,80";"1,83";"10/03/2017 16:56";"CET";"2338";"4273,57"
"MALTERIES FCO-BEL.";"FR0000030074";"MALT";"Euronext Paris";"EUR";"352,50";"352,50";"352,50";"352,50";"09/03/2017 16:30";"CET";"9";"3172,50"
"MANDALORE HOLDING";"LU1179353617";"MLMHO";"Marché Libre Paris";"EUR";"2,75";"2,75";"2,75";"2,75";"10/03/2017 15:00";"CET";"2";"5,50"
"MANITOU BF";"FR0000038606";"MTU";"Euronext Paris";"EUR";"22,32";"23,20";"22,30";"22,98";"10/03/2017 17:35";"CET";"12559";"287549,17"
"MANUTAN INTL";"FR0000032302";"MAN";"Euronext Paris";"EUR";"69,10";"69,40";"69,10";"69,40";"10/03/2017 16:31";"CET";"237";"16429,21"
"MARATHON OIL CORP";"US5658491064";"MROIL";"Traded not listed Amsterdam";"USD";"59,00";"-";"-";"59,00";"03/11/2005 00:00";"CET";"-";"-"
"MAROC TELECOM";"MA0000011488";"IAM";"Euronext Paris";"EUR";"12,98";"13,20";"12,96";"13,15";"10/03/2017 16:46";"CET";"3100";"40547,08"
"MARTIFER";"PTMFR0AM0003";"MAR";"Euronext Lisbon";"EUR";"0,24";"0,277";"0,229";"0,247";"10/03/2017 16:35";"GMT";"497079";"123308,03"
"MASTRAD";"FR0004155687";"ALMAS";"Alternext Paris";"EUR";"0,83";"0,86";"0,81";"0,84";"10/03/2017 17:29";"CET";"21073";"17646,21"
"MAUNA KEA TECH";"FR0010609263";"MKEA";"Euronext Paris";"EUR";"3,15";"3,17";"3,11";"3,11";"10/03/2017 17:35";"CET";"82934";"260311,62"
"MAUREL ET PROM";"FR0000051070";"MAU";"Euronext Paris";"EUR";"3,44";"3,47";"3,44";"3,47";"10/03/2017 17:35";"CET";"90010";"310972,45"
"MBWS";"FR0000060873";"MBWS";"Euronext Paris";"EUR";"16,03";"16,24";"15,85";"16,20";"10/03/2017 17:35";"CET";"65502";"1055843,92"
"MBWS BSA 2004";"FR0010134247";"MBWBS";"Euronext Paris";"EUR";"-";"-";"-";"-";"-";"-";"-";"-"
"MBWS BSA 2006";"FR0010304733";"MBWBR";"Euronext Paris";"EUR";"0,113";"0,113";"0,113";"0,113";"23/01/2017 14:57";"CET";"35";"3,96"
"MBWS BSA ACT2";"FR0011477124";"MBWBW";"Euronext Paris";"EUR";"0,19";"0,19";"0,19";"0,19";"09/03/2017 17:35";"CET";"1821";"345,99"
"MBWS BSAR 2023";"FR0013066313";"MBWSZ";"Euronext Paris";"EUR";"2,20";"2,20";"2,20";"2,20";"01/03/2017 14:12";"CET";"9";"19,80"
"MCPHY ENERGY";"FR0011742329";"MCPHY";"Euronext Paris";"EUR";"5,68";"5,68";"5,35";"5,50";"10/03/2017 17:36";"CET";"65804";"365014,63"
"MDW";"BE0974267966";"ALMDW";"Alternext Paris";"EUR";"4,00";"4,00";"4,00";"4,00";"07/12/2016 15:30";"CET";"100";"400,00"
"MDXHEALTH";"BE0003844611";"MDXH";"Euronext Brussels";"EUR";"5,63";"5,75";"5,58";"5,684";"10/03/2017 17:35";"CET";"408282";"2322301,961"
"MECELEC";"FR0000061244";"MCLC";"Euronext Paris";"EUR";"1,43";"1,43";"1,43";"1,43";"10/03/2017 09:40";"CET";"70";"100,10"
"MECELEC BSA DEC19";"FR0012057149";"MCBS2";"Euronext Paris";"EUR";"0,01";"0,01";"0,01";"0,01";"21/12/2016 10:37";"CET";"2000";"20,00"
"MEDASYS";"FR0000052623";"MED";"Euronext Paris";"EUR";"0,41";"0,42";"0,41";"0,41";"10/03/2017 16:29";"CET";"24500";"10048,00"
"MEDIA 6";"FR0000064404";"EDI";"Euronext Paris";"EUR";"9,29";"9,59";"9,29";"9,59";"10/03/2017 15:47";"CET";"276";"2576,74"
"MEDIA CAPITAL";"PTGMC0AM0003";"MCP";"Euronext Lisbon";"EUR";"2,22";"2,22";"2,22";"2,22";"15/02/2017 10:30";"GMT";"591";"1312,02"
"MEDIANTECHNOLOGIES";"FR0011049824";"ALMDT";"Alternext Paris";"EUR";"11,89";"11,97";"11,61";"11,97";"10/03/2017 12:01";"CET";"851";"10105,76"
"MEDIAWAN PREF";"FR0013128881";"MDWP";"Euronext Paris";"EUR";"9,401";"10,35";"9,401";"10,20";"10/03/2017 17:35";"CET";"530";"5474,41"
"MEDIAWAN WAR";"FR0013128907";"MDWBS";"Euronext Paris";"EUR";"0,36";"0,36";"0,36";"0,36";"03/06/2016 16:20";"CET";"10";"3,60"
"MEDICREA INTERNAT.";"FR0004178572";"ALMED";"Alternext Paris";"EUR";"6,00";"6,00";"6,00";"6,00";"10/03/2017 16:08";"CET";"1508";"9048,00"
"MEDIOCREDITO EUROP";"IT0004844848";"MLMCE";"Marché Libre Paris";"EUR";"4,30";"4,30";"4,30";"4,30";"28/11/2012 10:24";"CET";"100";"430,00"
"MEDIVISION";"IL0010846314";"MEDV";"Euronext Brussels";"EUR";"0,01";"0,01";"0,01";"0,01";"27/06/2014 16:30";"CET";"1000";"10,00"
"MELEXIS";"BE0165385973";"MELE";"Euronext Brussels";"EUR";"81,80";"82,55";"81,49";"81,51";"10/03/2017 17:35";"CET";"19587";"1604037,67"
"MEMSCAP REGPT";"FR0010298620";"MEMS";"Euronext Paris";"EUR";"1,95";"2,01";"1,95";"1,95";"10/03/2017 17:16";"CET";"10036";"19809,83"
"MERCIALYS";"FR0010241638";"MERY";"Euronext Paris";"EUR";"17,11";"17,11";"16,905";"17,01";"10/03/2017 17:35";"CET";"179441";"3052691,545"
"MERCK AND CO INC";"US58933Y1055";"MRK";"Euronext Paris";"EUR";"61,91";"61,91";"61,03";"61,08";"10/03/2017 17:11";"CET";"11300";"691045,00"
"MERSEN";"FR0000039620";"MRN";"Euronext Paris";"EUR";"23,54";"23,84";"23,38";"23,80";"10/03/2017 17:35";"CET";"145499";"3419410,45"
